ssp,indiv,pic,Area,Circ.,X.Area,AR,Round,Solidity,VesselDiameter
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 009.tif,2178.7646,0.801,99.844,1.595,0.627,0.96,52.6696235736415
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 009.tif,1600.03115,0.695,100,1.278,0.783,0.945,45.1356060443203
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 009.tif,2117.48805,0.792,100,1.913,0.523,0.963,51.9236893986179
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3186.44415,0.549,99.359,1.257,0.796,0.94,63.6954213336408
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1913.2281,0.739,99.644,1.052,0.951,0.932,49.3558271637557
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2263.8724,0.481,99.549,2.447,0.409,0.868,53.6884704933424
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1991.52785,0.852,99.487,1.314,0.761,0.944,50.3556552242288
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3904.75595,0.841,99.826,1.44,0.694,0.955,70.5102098144653
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1228.96065,0.571,100,3.266,0.306,0.901,39.5570638256106
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2808.56355,0.885,97.939,1.367,0.731,0.959,59.7994496275825
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2240.0432,0.839,99.848,1.409,0.71,0.96,53.4051643959187
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3424.7464,0.798,99.602,1.579,0.633,0.949,66.034252832673
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2631.5399,0.866,99.612,1.562,0.64,0.956,57.8842004715312
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3326.02045,0.783,100,1.878,0.532,0.94,65.0755004862647
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3326.02045,0.878,99.898,1.36,0.735,0.961,65.0755004862647
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2971.9711,0.719,99.656,2.119,0.472,0.96,61.5144790299817
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1967.6966,0.759,98.962,1.49,0.671,0.944,50.0534626490608
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1913.2281,0.91,99.11,1.162,0.86,0.95,49.3558271637557
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2560.0482,0.686,99.867,2.274,0.44,0.933,57.0925091817488
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2532.81395,0.803,99.866,1.699,0.589,0.944,56.7880170511074
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1988.1228,0.712,100,2.386,0.419,0.943,50.3125885713466
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1089.3823,0.625,100,2.419,0.413,0.883,37.2430479914647
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2263.8724,0.813,100,1.423,0.703,0.933,53.6884704933424
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,806.82465,0.869,100,1.42,0.704,0.937,32.0512254063258
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2638.34795,0.742,99.613,1.352,0.74,0.903,57.9590281380817
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1433.21855,0.742,100,2.057,0.486,0.929,42.7180352322996
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2314.9379,0.894,99.853,1.351,0.74,0.954,54.2906113235629
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,898.7405,0.906,100,1.515,0.66,0.951,33.8276801607065
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2345.5772,0.782,99.565,1.884,0.531,0.946,54.648711295594
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1981.31475,0.878,100,1.28,0.781,0.949,50.2263704667883
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3400.91515,0.739,100,2.095,0.477,0.95,65.8041006113519
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3179.6361,0.774,100,1.953,0.512,0.959,63.627340195764
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2158.3384,0.809,100,1.614,0.619,0.949,52.4221499158554
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3080.91015,0.778,100,1.898,0.527,0.96,62.6317542206503
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1930.24925,0.811,99.824,1.578,0.634,0.949,49.5748895742128
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3894.54285,0.9,99.913,1.111,0.9,0.959,70.4179378090951
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,4796.68635,0.797,99.787,1.503,0.665,0.953,78.149412950523
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2556.6452,0.764,99.867,1.965,0.509,0.959,57.0545508307387
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3278.36,0.764,100,1.425,0.702,0.941,64.607566073007
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2713.24265,0.718,100,1.834,0.545,0.927,58.7759120426219
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,735.33295,0.86,100,1.615,0.619,0.917,30.5982841101713
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2028.9752,0.825,100,1.501,0.666,0.95,50.8268773379492
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2914.09755,0.777,100,1.483,0.674,0.936,60.9125950676529
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,4895.4123,0.804,99.791,1.697,0.589,0.956,78.9495568584328
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3336.23355,0.791,99.49,1.6,0.625,0.952,65.1753364880625
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3213.6784,0.898,99.364,1.146,0.873,0.961,63.9670416929002
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2573.66635,0.736,99.339,1.628,0.614,0.905,57.2441592808752
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,4173.6975,0.783,99.511,1.469,0.681,0.944,72.8979883450997
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1497.90015,0.625,100,2.601,0.385,0.917,43.6713373397785
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2478.34545,0.702,99.313,1.53,0.654,0.912,56.1740815007639
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2638.34795,0.839,99.613,1.614,0.619,0.959,57.9590281380817
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1657.9047,0.75,100,1.571,0.637,0.933,45.9446387018364
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2022.16715,0.73,100,2.062,0.485,0.926,50.7415331010446
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3669.8567,0.893,99.629,1.093,0.915,0.96,68.356467681934
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2498.77165,0.849,100,1.416,0.706,0.947,56.4050962063104
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,915.76165,0.659,99.257,2.61,0.383,0.897,34.1465070883088
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2154.9354,0.781,99.842,1.36,0.735,0.938,52.3808072449221
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3223.8915,0.867,100,1.143,0.875,0.955,64.0686049928946
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3138.7837,0.829,99.675,1.524,0.656,0.945,63.2172723961589
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3186.44415,0.878,99.573,1.217,0.822,0.953,63.6954213336408
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2161.74345,0.81,100,1.504,0.665,0.938,52.4634848834141
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,561.7123,0.944,100,1.294,0.773,0.935,26.7431171168236
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2536.219,0.711,97.987,2.315,0.432,0.94,56.826176405849
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3509.8542,0.881,99.709,1.137,0.879,0.959,66.8497207450772
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1109.8085,0.685,100,2.233,0.448,0.899,37.5905848489115
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3394.1071,0.837,99.799,1.286,0.777,0.953,65.738203343158
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,663.8433,0.609,100,2.62,0.382,0.913,29.0728660621461
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3370.2779,0.784,100,1.316,0.76,0.948,65.5070309129255
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3206.87035,0.864,100,1.291,0.774,0.956,63.8992499522388
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2641.753,0.649,99.485,1.701,0.588,0.866,57.9964170188362
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3111.54945,0.718,99.562,2.13,0.469,0.951,62.9424165816578
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2471.5374,0.809,99.587,1.433,0.698,0.941,56.0968729429006
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3547.30155,0.782,99.808,1.332,0.751,0.95,67.2053912313613
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3029.84465,0.796,99.775,1.607,0.622,0.946,62.1105306915363
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3727.73025,0.845,100,1.487,0.673,0.955,68.8933492175079
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2202.59585,0.937,100,1.069,0.936,0.959,52.9568894223363
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3114.95245,0.791,99.891,1.404,0.712,0.947,62.9768262086117
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3972.8426,0.799,100,1.556,0.643,0.953,71.1222911844695
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1273.21605,0.902,100,1.11,0.901,0.949,40.2629981974952
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1545.5606,0.812,100,1.506,0.664,0.934,44.3606681048043
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2526.0059,0.911,100,1.159,0.863,0.959,56.7116443256086
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2083.4437,0.882,99.02,1.034,0.967,0.944,51.5045911358332
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1324.28155,0.869,100,1.616,0.619,0.946,41.0624845549216
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2791.5424,0.748,100,1.651,0.606,0.934,59.6179685538253
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2100.46485,0.546,100,2.807,0.356,0.871,51.7145522009638
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1736.2024,0.912,99.412,1.217,0.822,0.952,47.0170347144957
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1133.6377,0.46,100,4.366,0.229,0.868,37.9920037513503
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3234.1046,0.866,99.789,1.187,0.842,0.958,64.1700075465937
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3857.0955,0.814,99.823,1.747,0.572,0.953,70.0785738897421
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2240.0432,0.717,98.784,2.047,0.488,0.924,53.4051643959187
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1797.481,0.797,99.811,1.581,0.632,0.939,47.8395640668903
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2948.1419,0.79,99.885,1.494,0.67,0.949,61.2673718268595
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1851.9495,0.86,99.449,1.272,0.786,0.937,48.5589882334106
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2454.5142,0.9,99.861,1.279,0.782,0.958,55.9033500119089
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1920.03615,0.906,100,1.103,0.906,0.957,49.4435633171908
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1518.32635,0.811,99.776,1.712,0.584,0.931,43.9680924152209
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2039.1883,0.923,98.497,1.147,0.872,0.956,50.9546384809202
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2420.4719,0.768,99.437,1.872,0.534,0.951,55.5143273398882
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3210.27335,0.899,99.788,1.233,0.811,0.963,63.9331446014462
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,670.65135,0.859,100,1.694,0.59,0.925,29.2215642899216
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3012.8235,0.797,99.887,1.744,0.574,0.949,61.9358217956895
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1368.53695,0.852,100,1.346,0.743,0.931,41.7429678289799
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,4309.86875,0.863,100,1.254,0.798,0.959,74.0776303962155
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3006.01545,0.78,99.547,1.739,0.575,0.942,61.8658043108215
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2376.2165,0.819,99.713,1.626,0.615,0.944,55.0044799507475
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2427.27995,0.749,99.86,1.729,0.578,0.938,55.5923449629784
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2733.66885,0.889,100,1.377,0.726,0.958,58.9967395881391
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1225.5556,0.797,99.722,1.763,0.567,0.936,39.5022259397066
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,3438.36455,0.819,100,1.549,0.645,0.954,66.1654117668403
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1988.1228,0.672,99.658,2.745,0.364,0.968,50.3125885713466
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2137.9122,0.885,100,1.403,0.713,0.96,52.1735024338193
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,2457.91925,0.738,100,1.789,0.559,0.948,55.9421128208954
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,1245.9818,0.773,100,1.752,0.571,0.952,39.8300552319514
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 010.tif,817.03775,0.694,100,1.611,0.621,0.925,32.2534459064678
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,480.00955,0.553,100,2.524,0.396,0.916,24.7217948561695
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,1181.29815,0.831,100,1.44,0.694,0.935,38.7824124920368
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,1562.5838,0.789,98.911,1.343,0.744,0.935,44.6042989645902
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,1933.6543,0.825,100,1.521,0.658,0.943,49.6185965199258
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2308.12985,0.742,100,1.878,0.532,0.917,54.2107203365131
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2192.38275,0.782,100,1.901,0.526,0.951,52.8339702700377
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,3434.9595,0.849,100,1.423,0.703,0.955,66.1326414863623
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2083.4437,0.807,99.346,1.336,0.748,0.927,51.5045911358332
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2675.7953,0.872,100,1.225,0.816,0.959,58.3688991636513
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2600.9006,0.684,100,2.124,0.471,0.91,57.5462378948043
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,4037.5242,0.661,99.831,1.787,0.56,0.894,71.6989224065829
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,3591.55695,0.693,100,2.347,0.426,0.964,67.6233120743757
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,3833.26425,0.867,99.911,1.412,0.708,0.969,69.86174653213
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,4047.7373,0.816,100,1.602,0.624,0.954,71.7895479652821
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,1780.45985,0.858,98.662,1.395,0.717,0.942,47.6125181946223
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2430.685,0.873,100,1.23,0.813,0.941,55.6313244745673
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,1096.19035,0.862,100,1.648,0.607,0.951,37.359241188454
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,1766.8417,0.885,100,1.271,0.787,0.946,47.4300824554112
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2978.7812,0.67,100,1.381,0.724,0.853,61.5849171384817
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2124.2961,0.841,100,1.429,0.7,0.943,52.0070937396686
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,936.18785,0.901,100,1.371,0.729,0.943,34.5252283398762
Psittacanthus robustus,Psittacanthus robustus 1,Psittacanthus robustus 1 - GC 4842 x5 011.tif,2886.8633,0.898,99.764,1.191,0.839,0.96,60.6272918231109
